"MovieMeter id","IMDb code","titel","jaar","alternatieve titel","stem","geplaatst"
"39141","tt0460829","Inland Empire","2006","","2","2012-07-22 16:14:39"
"34127","tt0454848","Inside Man","2006","","3","2010-10-24 19:14:27"
"101524","tt2096673","Inside Out","2015","Binnenstebuiten","4","2019-11-03 16:45:06"
"69191","tt1591095","Insidious","2010","","3","2013-05-18 16:11:24"
"46615","tt0963178","International, The","2009","","2","2009-04-28 11:15:52"
"92228","tt2234155","Internship, The","2013","","2","2013-07-15 00:03:36"
"97214","tt0816692","Interstellar","2014","","4","2014-11-12 22:37:38"
"43131","tt0758758","Into the Wild","2007","","3.5","2010-11-23 22:06:18"
"80702","tt1675434","Intouchables","2011","The Intouchables","3.5","2012-05-04 15:27:59"
"57684","tt1228705","Iron Man 2","2010","","3.5","2010-05-28 00:23:34"
"90042","tt1300854","Iron Man 3","2013","Iron Man Three","3","2013-05-14 00:31:25"
"3665","tt0290673","Irréversible","2002","Irréversible - Inversion Intégrale","3","2019-12-31 00:11:54"
"1111289","tt1396484","It","2017","It: Chapter One","3.5","2017-09-27 22:32:48"
"2402","tt0025316","It Happened One Night","1934","","3.5","2016-07-08 23:04:04"
"1101","tt0038650","It's a Wonderful Life","1946","Mens, Durf te Leven","3","2016-02-22 23:33:32"
"10142","tt0317740","Italian Job, The","2003","","3","2010-09-12 20:03:53"
"86718","tt0790724","Jack Reacher","2012","","2.5","2013-02-05 17:35:30"
"68068","tt1116184","Jackass 3D","2010","Jackass 3","3","2010-10-29 01:34:22"
"25176","tt0366627","Jacket, The","2005","","4","2017-08-10 19:27:17"
"184","tt0119396","Jackie Brown","1997","","3","2015-12-13 23:17:55"
"83231","tt2106476","Jagten","2012","The Hunt","3.5","2014-03-02 00:21:55"
"389782","tt4196776","Jason Bourne","2016","","2","2016-08-04 23:41:09"
"909","tt0073195","Jaws","1975","","3.5","2014-11-18 00:49:24"
"77607","tt0401729","John Carter","2012","","3","2014-07-30 21:43:00"
"72610","tt1634122","Johnny English Reborn","2011","","3","2011-10-04 22:19:43"
"1124245","tt7286456","Joker","2019","","4","2019-11-03 12:16:26"
"919","tt0206314","Joy Ride","2001","Road Kill","3.5","2010-05-19 00:39:06"
"1111300","tt2283362","Jumanji: Welcome to the Jungle","2017","","3.5","2017-12-27 13:16:46"
"1969","tt0110216","Junior","1994","","2.5","2008-07-17 20:30:18"
"365","tt0107290","Jurassic Park","1993","Jurassic Park 3D","4","2014-07-12 00:16:55"
"341","tt0163025","Jurassic Park III","2001","Jurassic Park 3","3","2014-07-12 00:16:33"
"100581","tt0369610","Jurassic World","2015","","3.5","2018-06-11 07:43:16"
"31794","tt0433400","Just Friends","2005","Just Friends - No Sex","3.5","2008-10-02 18:23:46"
"7270","tt0305711","Just Married","2003","","3","2012-01-12 12:42:19"
"53857","tt1250777","Kick-Ass","2010","","4","2010-04-23 21:07:03"
"92510","tt1650554","Kick-Ass 2","2013","","3.5","2013-08-25 22:28:04"
"4734","tt0012349","Kid, The","1921","Het Jochie","3.5","2018-01-23 12:46:36"
"3763","tt0266697","Kill Bill: Vol. 1","2003","","4","2013-03-03 01:04:19"
"15470","tt0378194","Kill Bill: Vol. 2","2004","Kill Bill 2","4","2014-08-08 16:10:16"
"1800","tt0087553","Killing Fields, The","1984","Velden des Doods","4","2014-10-24 00:26:57"
"76701","tt1764234","Killing Them Softly","2012","","2","2012-11-09 19:05:48"
"405035","tt5311514","Kimi no Na Wa.","2016","Your Name","3.5","2017-11-27 18:33:51"
"1128102","tt9686708","King of Staten Island, The","2020","","3.5","2020-08-07 23:19:06"
"48950","tt0448011","Knowing","2009","","3","2010-10-27 23:26:15"
"517351","tt3731562","Kong: Skull Island","2017","","3","2017-07-14 01:42:52"
"90904","tt2493466","Kuroyuri Danchi","2013","The Complex","2.5","2013-02-05 17:36:52"
"238","tt0119488","L.A. Confidential","1997","","3","2015-08-10 16:13:58"
"310151","tt3783958","La La Land","2016","","3.5","2019-03-30 13:00:38"
"31032","tt0457430","Laberinto del Fauno, El","2006","Pan's Labyrinth","2.5","2014-07-30 20:11:08"
"47287","tt1139797","Låt den Rätte Komma In","2008","Let the Right One In","3.5","2018-08-22 23:56:37"
"52019","tt1197624","Law Abiding Citizen","2009","","3.5","2010-01-09 13:41:32"
"1049","tt0056172","Lawrence of Arabia","1962","Lawrence van Arabië","4","2019-05-06 08:47:38"
"36292","tt0405094","Leben der Anderen, Das","2006","The Lives of Others","3.5","2012-08-20 00:39:01"
"64306","tt1219342","Legend of the Guardians: The Owls of Ga'Hoole","2010","Legende van Ga'Hoole 3D","3","2010-10-15 12:57:52"
"211","tt0110413","Léon","1994","The Professional","4","2016-03-12 23:53:22"
"5135","tt0015064","Letzte Mann, Der","1924","The Last Laugh","3","2014-11-05 21:07:47"
"842","tt0119528","Liar Liar","1997","","3.5","2015-03-10 23:35:09"
"1669","tt0079470","Life of Brian","1979","Monty Python's Life of Brian","2.5","2012-02-21 19:54:52"
"83229","tt0454876","Life of Pi","2012","","4","2013-02-05 17:35:15"
"458","tt0110357","Lion King, The","1994","De Leeuwenkoning","4","2014-07-28 22:25:30"
"1122303","tt6105098","Lion King, The","2019","","3.5","2019-07-26 01:03:27"
"62787","tt0970866","Little Fockers","2010","Meet the Parents: Little Fockers","3","2011-01-07 00:34:53"
"177","tt0185431","Little Nicky","2000","","3","2014-07-24 21:11:14"
"40519","tt0337978","Live Free or Die Hard","2007","Die Hard 4.0","4","2010-01-19 23:28:23"
"206","tt0120735","Lock, Stock and Two Smoking Barrels","1998","Lock, Stock & Two Smoking Barrels","2.5","2014-07-14 19:15:56"
"68869","tt1606789","Loft","2010","","3.5","2011-01-17 10:02:45"
"28279","tt0385057","Long Weekend, The","2005","","3","2009-11-05 23:57:52"
"76738","tt1276104","Looper","2012","","4","2013-02-05 17:34:55"
"500","tt0120737","Lord of the Rings: The Fellowship of the Ring, The","2001","","4","2018-12-26 15:31:57"
"3934","tt0167260","Lord of the Rings: The Return of the King, The","2003","","4","2018-12-29 20:37:13"
"14211","tt0335266","Lost in Translation","2003","","3","2011-01-22 21:09:24"
"364","tt0119567","Lost World: Jurassic Park, The","1997","Jurassic Park 2","2","2014-07-12 00:19:03"
"33239","tt0425210","Lucky Number Slevin","2006","Lucky Number S7evin","2.5","2017-11-03 13:54:59"
"98980","tt2872732","Lucy","2014","","3.5","2015-06-24 01:07:13"
"1109","tt0022100","M - Eine Stadt Sucht einen Mörder","1931","M","3","2014-11-14 00:01:15"
"15636","tt0361862","Machinist, The","2004","El Maquinista","4.5","2015-02-27 11:43:52"
"91413","tt1392190","Mad Max: Fury Road","2015","Mad Max: Fury Road: Black and Chrome","4","2016-05-02 22:36:54"
"14","tt0175880","Magnolia","1999","","4","2014-06-28 01:53:12"
"88497","tt2023587","Mama","2013","","3","2013-03-29 00:14:47"
"44526","tt0795421","Mamma Mia!","2008","Mamma Mia! The Movie","2.5","2012-02-06 18:02:20"
"87131","tt0770828","Man of Steel","2013","","4","2013-07-05 22:55:34"
"71754","tt1568338","Man on a Ledge","2012","","3.5","2012-07-26 02:07:02"
"17868","tt0328107","Man on Fire","2004","","3.5","2011-06-12 23:56:21"
"91","tt0125664","Man on the Moon","1999","","2","2014-08-24 21:58:24"
"84742","tt2401621","Marathon, De","2012","","3.5","2012-10-28 13:23:14"
"50633","tt0822832","Marley & Me","2008","Marley and Me","3","2009-07-03 12:18:16"
"720","tt0116996","Mars Attacks!","1996","","3.5","2017-03-22 21:39:38"
"113426","tt3659388","Martian, The","2015","","3.5","2015-10-17 15:33:08"
"55084","tt0978762","Mary and Max","2009","","3.5","2014-01-17 14:15:35"
"1958","tt0234215","Matrix Reloaded, The","2003","","4","2009-07-07 16:34:02"
"3933","tt0242653","Matrix Revolutions, The","2003","","3.5","2009-07-07 16:34:20"
"176","tt0133093","Matrix, The","1999","","5","2009-07-07 16:33:38"
"94632","tt1790864","Maze Runner, The","2014","","3","2014-10-19 01:39:24"
"105352","tt4046784","Maze Runner: The Scorch Trials","2015","Maze Runner 2","3","2015-10-17 15:32:23"
"29765","tt0415978","Me and You and Everyone We Know","2005","","3","2014-04-07 01:19:23"
"60850","tt0472399","Mechanic, The","2011","","3.5","2011-03-25 12:32:29"
"130","tt0209144","Memento","2000","","3.5","2011-03-25 12:26:10"
"82216","tt1409024","Men in Black 3","2012","Men in Black III","2.5","2012-05-30 10:45:41"
"938","tt0120749","Mercury Rising","1998","","3.5","2014-03-11 20:04:44"
"1661","tt0017136","Metropolis","1927","The Complete Metropolis","3","2018-10-19 23:39:43"
"1123704","tt8772262","Midsommar","2019","","3.5","2020-02-21 21:20:25"
"27185","tt0405159","Million Dollar Baby","2004","","3.5","2016-01-24 01:35:03"
"83895","tt1707386","Misérables, Les","2012","","2","2013-02-05 17:36:14"
"624","tt0100157","Misery","1990","","3.5","2014-03-03 01:29:10"
"1118270","tt4912910","Mission: Impossible - Fallout","2018","Mission: Impossible 6","2.5","2018-09-01 00:56:39"
"77807","tt1229238","Mission: Impossible - Ghost Protocol","2011","Mission Impossible 4","4","2012-01-12 12:41:15"
"104170","tt2381249","Mission: Impossible - Rogue Nation","2015","Mission: Impossible 5","3","2015-08-06 11:46:51"
"1550","tt0027977","Modern Times","1936","","3.5","2014-11-15 11:20:46"
"956","tt0198781","Monsters, Inc.","2001","Monsters en Co.","3.5","2019-09-15 19:15:56"
"1083","tt0071853","Monty Python and the Holy Grail","1975","","2.5","2014-08-05 22:43:41"
"50933","tt1182345","Moon","2009","","3","2011-04-12 00:16:33"
"548892","tt4975722","Moonlight","2016","","3.5","2020-09-27 16:26:59"
"82098","tt1748122","Moonrise Kingdom","2012","","3","2014-01-17 14:12:04"
"1268","tt0031679","Mr. Smith Goes to Washington","1939","Mr. Smith Gaat naar Washington","3.5","2018-09-16 00:05:33"
"1011","tt0166924","Mulholland Dr.","2001","Mulholland Drive","5","2014-12-29 13:48:47"
"33281","tt0408306","Munich","2005","","3.5","2016-03-01 23:03:31"
"11477","tt0327056","Mystic River","2003","","3.5","2011-02-05 11:03:42"
"4653","tt0077975","National Lampoon's Animal House","1978","Animal House","2.5","2017-08-10 19:24:18"
"4082","tt0097958","National Lampoon's Christmas Vacation","1989","Christmas Vacation","3","2010-12-25 23:48:10"
"2156","tt0283111","National Lampoon's Van Wilder","2002","Van Wilder","2","2015-08-16 16:21:59"
"310","tt0120768","Negotiator, The","1998","","3.5","2017-10-19 23:01:07"
"94788","tt2004420","Neighbors","2014","Bad Neighbours","3","2014-05-13 18:35:12"
"104237","tt1974419","Neon Demon, The","2016","","3","2018-02-03 23:51:48"
"1856","tt0074958","Network","1976","","3","2014-08-01 22:53:24"
"79830","tt2043932","New Kids Nitro","2011","","2","2011-12-15 01:08:49"
"70149","tt1648112","New Kids Turbo","2010","","3","2010-12-16 00:30:13"
"69057","tt1458175","Next Three Days, The","2010","","4","2011-05-06 08:44:11"
"279087","tt3799694","Nice Guys, The","2016","","2","2016-08-08 23:05:37"
"100511","tt2872718","Nightcrawler","2014","","3.5","2014-12-05 00:25:14"
"40815","tt0477348","No Country for Old Men","2007","","4","2015-02-25 01:04:56"
"523659","tt4550098","Nocturnal Animals","2016","","4.5","2019-05-09 22:35:37"
"91028","tt2024469","Non-Stop","2014","Non Stop","3.5","2014-03-18 12:28:32"
"89703","tt2650986","Nordvest","2013","Northwest","3","2013-04-12 17:22:24"
"554","tt0053125","North by Northwest","1959","De Man Die Verdwijnen Moest","3","2019-12-15 21:52:28"
"1850","tt0277371","Not Another Teen Movie","2001","Sex Academy","3","2010-05-28 00:59:28"
"18062","tt0332280","Notebook, The","2004","","3","2013-04-19 00:23:42"
"836","tt0125439","Notting Hill","1999","","3.5","2010-02-07 22:35:20"
"82187","tt1670345","Now You See Me","2013","","3.5","2013-07-05 15:18:41"
"38777","tt0481369","Number 23, The","2007","","3","2014-01-17 14:14:50"
"2436","tt0095765","Nuovo Cinema Paradiso","1988","Cinema Paradiso","4","2014-09-27 11:34:35"
"69","tt0190590","O Brother, Where Art Thou?","2000","","4","2009-07-16 19:42:54"
"31163","tt0476681","Ober","2006","","3","2011-04-09 01:58:12"
"88822","tt1483013","Oblivion","2013","","2","2013-04-22 22:04:55"
"697","tt0240772","Ocean's Eleven","2001","","3.5","2010-09-04 01:12:27"
"671","tt0151804","Office Space","1999","","3","2011-02-08 22:13:21"
"12397","tt0364569","Oldeuboi","2003","Oldboy","3.5","2012-02-27 16:03:46"
"87691","tt2302755","Olympus Has Fallen","2013","","3","2013-08-09 00:40:32"
"41998","tt0907657","Once","2007","","3.5","2015-02-21 00:06:09"
"740","tt0073486","One Flew over the Cuckoo's Nest","1975","","3.5","2012-01-12 12:42:04"
"83439","tt1602613","Only God Forgives","2013","","2.5","2017-09-27 22:34:04"
"41496","tt0464141","Orfanato, El","2007","The Orphanage","4","2019-08-14 22:03:01"
"89343","tt1980209","Pain & Gain","2013","","3","2013-08-18 23:15:15"
"1128227","tt9484998","Palm Springs","2020","","4","2020-10-15 23:24:45"
"48762","tt1179904","Paranormal Activity","2007","","3","2010-08-16 23:59:15"
"79044","tt1778304","Paranormal Activity 3","2011","","3","2012-04-18 02:05:11"
"450098","tt1355644","Passengers","2016","","3.5","2018-11-22 22:01:56"
"1007","tt0050825","Paths of Glory","1957","","3","2015-07-22 17:37:16"
"591","tt0059578","Per Qualche Dollaro in Più","1965","For a Few Dollars More","4","2018-11-24 12:09:03"
"80020","tt1659337","Perks of Being a Wallflower, The","2012","","3.5","2014-08-08 23:07:11"
"41450","tt0808417","Persepolis","2007","","3","2012-02-23 14:03:15"
"73","tt0138704","Pi","1998","π","3","2011-04-17 14:50:13"
"3105","tt0253474","Pianist, The","2002","","4","2012-09-22 01:36:52"
"42633","tt0910936","Pineapple Express","2008","","2.5","2011-04-18 00:22:33"
"61387","tt0464154","Piranha 3D","2010","Piranha","3","2010-09-11 15:08:33"
"71929","tt1298650","Pirates of the Caribbean: On Stranger Tides","2011","","3","2011-06-06 23:59:00"
"45151","tt0762125","Planet 51","2009","Planeet 51","3","2010-03-25 13:21:47"
"252","tt0091763","Platoon","1986","","3.5","2015-02-05 21:45:47"
"780","tt0120789","Pleasantville","1998","","3.5","2008-07-31 22:57:17"
"93640","tt2397535","Predestination","2014","","3","2017-01-15 15:01:58"
"26649","tt0390384","Primer","2004","","3","2017-11-08 18:20:46"
"1577","tt0093779","Princess Bride, The","1987","","3","2016-02-23 23:50:12"
"93712","tt1392214","Prisoners","2013","","4.5","2014-01-26 00:50:07"
"80494","tt1636826","Project X","2012","","4","2012-03-31 01:21:54"
"79820","tt1446714","Prometheus","2012","","4","2012-06-21 09:46:56"
"52966","tt1041829","Proposal, The","2009","","3","2011-05-28 01:51:28"
"570","tt0054215","Psycho","1960","Alfred Hitchcock's Psycho","4","2019-11-22 23:22:03"
"48987","tt1152836","Public Enemies","2009","","2","2009-11-29 19:42:37"
"4739","tt0022286","Public Enemy, The","1931","","3","2014-11-19 12:39:24"
"182","tt0110912","Pulp Fiction","1994","","3.5","2011-03-27 00:55:53"
"38180","tt0454921","Pursuit of Happyness, The","2006","","3.5","2012-10-21 00:46:48"
"6080","tt0100449","Quick Change","1990","","3","2011-03-26 21:41:22"
"1116842","tt6644200","Quiet Place, A","2018","","3","2019-07-05 23:51:38"
"5381","tt0252444","Rabbit-Proof Fence","2002","","3.5","2014-11-02 23:58:55"
"468","tt0081398","Raging Bull","1980","","3","2018-02-06 16:51:44"
"317","tt0082971","Raiders of the Lost Ark","1981","Indiana Jones and the Raiders of the Lost Ark","3","2015-10-18 14:44:28"
"400","tt0095953","Rain Man","1988","","3.5","2011-03-29 11:49:01"
"1482","tt0042876","Rashômon","1950","In the Woods","2.5","2020-01-12 20:42:38"
"563","tt0250687","Rat Race","2001","","4","2012-10-27 22:07:30"
"1114610","tt1677720","Ready Player One","2018","","4","2018-04-16 10:46:33"
"847","tt0047396","Rear Window","1954","De Stille Getuige","3","2019-01-30 23:28:02"
"67416","tt1245526","Red","2010","","3.5","2010-10-27 22:20:36"
"89281","tt1821694","Red 2","2013","","2.5","2017-03-20 00:39:15"
"100125","tt3011894","Relatos Salvajes","2014","Wild Tales","4","2019-02-08 22:41:11"
"43707","tt0804522","Rendition","2007","","4","2018-08-20 17:31:46"
"173","tt0180093","Requiem for a Dream","2000","","4","2011-01-21 01:17:32"
"183","tt0105236","Reservoir Dogs","1992","","3.5","2009-08-27 00:51:33"
"64859","tt1220634","Resident Evil: Afterlife","2010","Resident Evil 4: Afterlife","3","2010-10-01 23:44:46"
"102993","tt1663202","Revenant, The","2015","","4","2017-10-15 11:11:14"
"21687","tt0267891","Ringer, The","2005","","3","2010-07-18 23:07:35"
"74755","tt1318514","Rise of the Planet of the Apes","2011","Rise of the Apes","4","2011-09-08 15:45:03"
"12","tt0215129","Road Trip","2000","","3.5","2010-10-09 23:46:24"
"59422","tt1319733","Road Trip: Beer Pong","2009","","3","2011-10-13 13:26:33"
"57440","tt0955308","Robin Hood","2010","","3","2010-05-21 07:54:51"
"156898","tt3170832","Room","2015","","4","2017-12-10 11:35:00"
"26162","tt0404390","Running Scared","2006","","3.5","2016-04-21 23:04:38"
"83141","tt1979320","Rush","2013","","3","2014-02-17 23:58:02"
"14514","tt0353969","Salinui Chueok","2003","Memories of Murder","3.5","2020-05-01 08:41:06"
"56511","tt0944835","Salt","2010","","3.5","2010-08-23 21:52:39"
"389923","tt1700841","Sausage Party","2016","","3","2017-02-09 17:58:34"
"363","tt0120815","Saving Private Ryan","1998","","4","2010-10-10 01:15:27"
"19718","tt0387564","Saw","2004","","4","2009-11-09 17:23:28"
"67959","tt1477076","Saw 3D","2010","Saw 3D: The Final Chapter","2.5","2011-02-19 01:45:19"
"42857","tt0890870","Saw IV","2007","Saw 4","2.5","2010-12-25 23:47:44"
"113","tt0086250","Scarface","1983","","4","2018-02-12 22:32:18"
"127","tt0175142","Scary Movie","2000","","3.5","2011-02-21 00:43:29"
"347","tt0257106","Scary Movie 2","2001","","2","2011-02-21 00:44:00"
"10561","tt0306047","Scary Movie 3","2003","","3","2011-02-21 00:44:11"
"741","tt0108052","Schindler's List","1993","","4","2016-02-06 01:14:59"
"14167","tt0332379","School of Rock, The","2003","School of Rock","4","2010-12-13 01:50:48"
"58233","tt0446029","Scott Pilgrim vs. the World","2010","","4","2010-11-20 02:25:16"
"394","tt0117571","Scream","1996","","3","2009-12-06 00:51:10"
"1421","tt0096061","Scrooged","1988","","3","2009-12-26 00:42:54"
"190","tt0114369","Se7en","1995","Seven","4","2009-11-20 23:27:26"
"1117988","tt7668870","Searching","2018","","4.5","2019-05-09 22:35:56"
"93280","tt0359950","Secret Life of Walter Mitty, The","2013","","3.5","2014-01-17 14:16:22"
"60582","tt1305806","Secreto de Sus Ojos, El","2009","The Secret in Their Eyes","4","2014-09-06 10:19:39"
"4106","tt0245429","Sen to Chihiro no Kamikakushi","2001","Spirited Away","3.5","2018-02-08 10:18:27"
"10867","tt0056058","Seppuku","1962","Harakiri","3.5","2020-02-09 19:31:30"
"49100","tt0814314","Seven Pounds","2008","","3.5","2016-12-25 11:49:29"
"1410","tt0256380","Shallow Hal","2001","","3.5","2009-09-02 22:50:07"
"17064","tt0365748","Shaun of the Dead","2004","","3.5","2010-01-22 00:16:27"
"273","tt0111161","Shawshank Redemption, The","1994","","4","2010-01-20 16:23:40"
"55372","tt0815236","She's out of My League","2010","","3","2012-10-25 23:38:08"
"34317","tt0454945","She's the Man","2006","","3.5","2010-08-20 02:20:51"
"1102","tt0047478","Shichinin no Samurai","1954","Seven Samurai","3.5","2019-05-07 16:01:56"
"742","tt0081505","Shining, The","1980","","3","2014-03-12 01:54:29"
"57010","tt1130884","Shutter Island","2010","","3.5","2010-03-14 22:04:32"
"24458","tt0375063","Sideways","2004","","3.5","2015-06-20 00:24:20"
"215","tt0102926","Silence of the Lambs, The","1991","","3","2014-03-27 17:44:55"
"80448","tt1045658","Silver Linings Playbook","2012","","3","2013-03-03 16:51:00"
"25000","tt0401792","Sin City","2005","Frank Miller's Sin City","3.5","2016-01-08 22:38:11"
"1110","tt0045152","Singin' in the Rain","1952","","3.5","2018-05-29 18:26:04"
"82424","tt1922777","Sinister","2012","","3.5","2018-08-18 20:37:55"
"65128","tt1167675","Sint","2010","Saint","3","2010-11-15 22:08:05"
"82188","tt1074638","Skyfall","2012","Sky Fall","4","2012-11-08 00:38:07"
"852","tt0108160","Sleepless in Seattle","1993","","3","2011-03-28 15:28:02"
"50507","tt1010048","Slumdog Millionaire","2008","","3.5","2011-03-17 13:11:14"
"64109","tt0472181","Smurfs, The","2011","De Smurfen","3","2011-08-17 21:24:38"
"52","tt0208092","Snatch","2000","","2.5","2015-03-08 00:35:15"
"90234","tt0882977","Snitch","2013","","3","2013-05-02 23:53:14"
"1132871","tt11464826","Social Dilemma, The","2020","","3.5","2020-10-03 22:35:26"
"67205","tt1285016","Social Network, The","2010","","3.5","2010-11-14 01:14:50"
"1105","tt0053291","Some Like It Hot","1959","","3.5","2020-01-24 22:39:46"
"71448","tt0945513","Source Code","2011","","3.5","2012-11-15 23:50:43"
"197","tt0158983","South Park: Bigger, Longer & Uncut","1999","","3.5","2010-10-25 14:00:00"
"102442","tt2379713","Spectre","2015","","3","2015-11-23 22:11:19"
"1343","tt0145487","Spider-Man","2002","","2.5","2015-08-06 23:02:41"
"1119894","tt4633694","Spider-Man: Into the Spider-Verse","2018","Spider-Man: Een Nieuw Universum","3.5","2020-08-02 21:21:11"
"46772","tt1017460","Splice","2009","","1.5","2010-11-21 03:08:06"
"121606","tt1895587","Spotlight","2015","","4","2018-02-11 00:25:11"
"84918","tt2101441","Spring Breakers","2012","","3.5","2013-04-12 13:36:15"
"1089","tt0092005","Stand by Me","1986","","3","2014-07-28 00:21:23"
"84","tt0076759","Star Wars","1977","Star Wars: Episode IV - A New Hope","3.5","2015-12-27 20:58:33"
"85","tt0080684","Star Wars: Episode V - The Empire Strikes Back","1980","","3","2015-12-27 20:58:55"
"87","tt0086190","Star Wars: Episode VI - Return of the Jedi","1983","","3.5","2015-12-27 20:59:06"
"104182","tt2488496","Star Wars: Episode VII - The Force Awakens","2015","Star Wars: The Force Awakens","3","2015-12-29 12:38:16"
"46655","tt0838283","Step Brothers","2008","","2","2015-03-26 00:14:23"
"88266","tt1682180","Stoker","2013","","3","2013-04-19 00:24:11"
"67791","tt0978764","Sucker Punch","2011","","3.5","2011-04-08 18:19:07"
"1106","tt0043014","Sunset Blvd.","1950","Sunset Boulevard","3.5","2018-06-06 23:48:21"
"42201","tt0829482","Superbad","2007","","3.5","2010-11-12 00:28:17"
"45386","tt0936501","Taken","2008","","3.5","2015-03-14 00:04:12"
"701","tt0075314","Taxi Driver","1976","","3.5","2016-07-16 22:22:17"
"82977","tt1637725","Ted","2012","","4","2012-09-19 00:13:44"
"64005","tt1278469","Temple Grandin","2010","","4","2014-06-10 19:43:35"
"34308","tt0365830","Tenacious D in the Pick of Destiny","2006","The Pick of Destiny","3","2018-03-24 18:16:53"
"1127686","tt6723592","Tenet","2020","","4","2020-09-04 23:17:02"
"18155","tt0362227","Terminal, The","2004","","3.5","2015-02-11 00:14:51"
"200","tt0103064","Terminator 2: Judgment Day","1991","T2 - Terminator 2: Judgment Day","4","2017-12-02 00:42:36"
"205","tt0088247","Terminator, The","1984","","3.5","2016-01-04 10:18:26"
"33818","tt0420294","Texas Chainsaw Massacre: The Beginning, The","2006","","3","2010-05-21 23:35:52"
"436","tt0084787","Thing, The","1982","John Carpenter's The Thing","3","2017-10-28 18:55:37"
"89487","tt1245492","This Is the End","2013","","3","2014-11-16 17:59:51"
"80021","tt1596350","This Means War","2012","","3.5","2012-02-14 22:52:01"
"65932","tt0800369","Thor","2011","","3","2011-05-06 00:54:13"
"1112920","tt5027774","Three Billboards Outside Ebbing, Missouri","2017","","3.5","2018-02-16 00:54:19"
"46777","tt0452694","Time Traveler's Wife, The","2009","","3.5","2017-10-01 10:13:28"
"316","tt0120338","Titanic","1997","","4","2008-08-02 23:40:56"
"1103","tt0056592","To Kill a Mockingbird","1962","","3.5","2016-09-08 08:53:49"
"4687","tt0096283","Tonari no Totoro","1988","My Neighbor Totoro","4","2020-03-06 21:35:02"
"73345","tt0471042","Tower Heist","2011","","2.5","2012-07-26 00:07:50"
"61997","tt0840361","Town, The","2010","","4","2010-10-24 19:13:09"
"308","tt0114709","Toy Story","1995","","3.5","2014-07-28 22:26:42"
"42","tt0120363","Toy Story 2","1999","","3.5","2014-07-28 22:26:53"
"49471","tt0435761","Toy Story 3","2010","","3.5","2016-04-20 13:01:57"
"56006","tt1187064","Triangle","2009","","3","2017-06-17 23:20:46"
"59176","tt1104001","Tron: Legacy","2010","","2.5","2011-01-13 23:07:18"
"68966","tt1403865","True Grit","2010","","3.5","2011-03-04 23:43:28"
"189","tt0120382","Truman Show, The","1998","","5","2014-11-07 23:12:48"
"61983","tt1529572","Trust","2010","","3.5","2012-10-02 23:42:23"
"61322","tt1465522","Tucker and Dale vs. Evil","2010","","3","2011-01-31 23:00:06"
"185","tt0114746","Twelve Monkeys","1995","12 Monkeys","3.5","2019-05-26 21:41:20"
"95","tt0217869","Unbreakable","2000","","3.5","2015-03-29 20:11:51"
"428","tt0105695","Unforgiven","1992","","3","2018-09-09 10:02:22"
"71130","tt1401152","Unknown","2011","","3","2011-06-02 22:50:58"
"68593","tt0477080","Unstoppable","2010","","3","2010-12-14 00:16:48"
"26078","tt0363163","Untergang, Der","2004","Downfall","4","2012-09-30 01:09:15"
"53718","tt0914863","Unthinkable","2010","","3.5","2010-07-08 22:17:56"
"49285","tt1049413","Up","2009","","3.5","2012-10-25 13:41:14"
"1122609","tt6857112","Us","2019","","4","2020-01-26 21:44:26"
"233","tt0114814","Usual Suspects, The","1995","","2.5","2013-05-09 22:51:02"
"29364","tt0434409","V for Vendetta","2005","","4","2008-07-28 21:44:15"
"49708","tt1185616","Vals im Bashir","2008","Waltz with Bashir","2.5","2012-02-27 18:51:24"
"86559","tt2388805","Verliefd op Ibiza","2013","","2","2013-02-17 15:28:08"
"848","tt0052357","Vertigo","1958","De Vrouw Die Tweemaal Leefde","4","2019-12-01 21:04:04"
"77850","tt1268799","Very Harold & Kumar 3D Christmas, A","2011","Very Harold and Kumar Christmas","3","2014-01-17 14:14:07"
"670","tt0118799","Vita È Bella, La","1997","Life Is Beautiful","3.5","2014-02-03 00:43:22"
"18089","tt0376968","Vozvrashchenie","2003","The Return","4","2018-09-23 22:50:52"
"654","tt0094291","Wall Street","1987","","3","2010-09-19 00:11:00"
"41652","tt0910970","WALL·E","2008","Wall-E","3","2014-01-17 21:41:47"
"45567","tt0493464","Wanted","2008","","3","2010-03-23 23:40:54"
"27772","tt0407304","War of the Worlds","2005","","4","2008-09-15 21:14:44"
"63154","tt1291584","Warrior","2011","","4","2015-08-16 16:21:00"
"87074","tt2177843","We Are Legion: The Story of the Hacktivists","2012","","3","2016-07-11 22:15:18"
"66113","tt1242460","We Need to Talk about Kevin","2011","","4","2014-01-17 14:11:30"
"91246","tt1723121","We're the Millers","2013","","3.5","2013-08-20 04:28:07"
"46725","tt1063669","Welle, Die","2008","The Wave","4","2012-09-15 00:16:50"
"1123771","tt7137906","When They See Us","2019","","4","2019-10-30 20:06:57"
"97741","tt2582802","Whiplash","2014","","4","2015-12-19 11:40:49"
"66736","tt0896872","Whistleblower, The","2010","","3.5","2011-11-08 23:46:12"
"6590","tt0070917","Wicker Man, The","1973","De Gevlochten God","3.5","2019-08-02 23:33:43"
"5532","tt0018578","Wings","1927","Vlammende Vleugels","2.5","2014-10-29 01:30:03"
"2262","tt0051201","Witness for the Prosecution","1957","","3.5","2018-08-11 09:26:16"
